Nome,Preço,Marca,Categoria
Shampoo Dove Reconstrução + Queratina 400ml,"R$ 23,90",Dove,Cabelos
Pack Shampoo Elseve Longo dos Sonhos 375ml + Condicionador 170ml,"R$ 35,99",Elseve,Cabelos
Absorvente Intimus Extra Suave Com Abas Com 32 Unidades,"R$ 24,99",Intimus,Cuidado Íntimo
Absorvente Externo Sempre Livre Adapt Com 16 Unidades,"R$ 11,99",Sempre Livre,Cuidado Íntimo
Absorvente Sempre Livre Adapt Plus Com 32 Unidades,"R$ 18,99",Sempre Livre,Cuidado Íntimo
Absorvente Externo Sempre Livre Adapt Sem Abas 8 Unidades,"R$ 3,99",Sempre Livre,Cuidado Íntimo
Absorvente Sempre Livre Noturno Suave Com Abas Com 32 Unidades,"R$ 23,99",Sempre Livre,Cuidado Íntimo
Absorvente Carefree Sem Perfume Sem Abas Com 40 Unidades,"R$ 11,99",Carefree,Cuidado Íntimo
Absorvente Noturno Intimus Extra Suave Com Abas Com 30 Unidades,"R$ 32,99",Intimus,Cuidado Íntimo
Protetor Diário Carefree Com Perfume Com 80 Unidades,"R$ 19,99",Carefree,Cuidado Íntimo
Toalha Umedecida Neve Supreme Com 48 Unidades,"R$ 14,99",Neve,Cuidado Íntimo
Protetor Diário Carefree Todo Dia Sem Perfume Com 80 Unidades,"R$ 19,99",Carefree,Cuidado Íntimo
Absorvente Always Super Proteção Seca Com Abas 32 Unidades,"R$ 19,79",Always,Cuidado Íntimo
Absorvente Always Noturno Cobertura Suave Com Abas Com 32 Unidades,"R$ 29,90",Always,Cuidado Íntimo
Absorvente Sempre Livre Adapt Com Abas Com 32 Unidades,"R$ 12,99",Sempre Livre,Cuidado Íntimo
Absorvente Carefree Neutralize Sem Abas Com 40 Unidades,"R$ 11,99",Carefree,Cuidado Íntimo
Absorvente Intimus Cobertura Seca Com Abas Com 32 Unidades,"R$ 24,99",Intimus,Cuidado Íntimo
Absorvente Intimus Suave Sem Abas Com 8 Unidades,"R$ 7,29",Intimus,Cuidado Íntimo
Absorvente Sempre Livre Conforto Noturno Suave Com Abas Com 16 Unidades,"R$ 21,99",Sempre Livre,Cuidado Íntimo
Absorvente Always Super Proteção Suave Com Abas 32 Unidades,"R$ 19,79",Always,Cuidado Íntimo
Protetor Diário Intimus Cuidado Avançado Com 80 Unidades,"R$ 25,59",Intimus,Cuidado Íntimo
Absorvente Noturno Intimus Extra Suave Com Abas Com 8 Unidades,"R$ 10,69",Intimus,Cuidado Íntimo
Absorvente Always Noturno Ultrafino Com Abas Com 8 Unidades,"R$ 13,99",Always,Cuidado Íntimo
Protetor Diário Intimus Cuidado Diário Com 40 Unidades,"R$ 15,39",Intimus,Cuidado Íntimo
"Sabonete Líquido Íntimo Dermacyd 200ml + 1,99 Leve Sabonete","R$ 39,99",Dermacyd,Cuidado Íntimo
Absorvente Interno O.B. ProComfort Super Com 16 Unidades,"R$ 18,99",Ob,Cuidado Íntimo
Absorvente Externo Sempre Livre Adapt Com Abas 8 Unidades,"R$ 3,99",Sempre Livre,Cuidado Íntimo
Absorvente Intimus Extra Suave Com Abas Com 16 Unidades,"R$ 12,99",Intimus,Cuidado Íntimo
Sabonete Íntimo Líquido Nivea Suave 250ml,"R$ 23,59",Nivea,Cuidado Íntimo
Absorvente Externo Sempre Livre Adapt Plus Ultra Suave Com 8 Unidades,"R$ 5,99",Sempre Livre,Cuidado Íntimo
Absorvente Externo Sempre Livre Adapt Plus Ultra Suave Com 16 Unidades,"R$ 14,49",Sempre Livre,Cuidado Íntimo
Absorvente Interno O.B. ProComfort Médio Com 16 Unidades,"R$ 18,99",Ob,Cuidado Íntimo
Absorvente Noturno Intimus Cobertura Seca Com Abas Com 30 Unidades,"R$ 32,99",Intimus,Cuidado Íntimo
Sabonete Líquido Intimo Protex Delicate Care 140ml,"R$ 8,99",Protex,Cuidado Íntimo
Absorvente Always Noites Tranquilas Seca Com Abas 32 Unidades,"R$ 29,90",Always,Cuidado Íntimo
Absorvente Noturno Intimus Extra Suave Com Abas Com 16 Unidades,"R$ 19,99",Intimus,Cuidado Íntimo
Absorvente Always Super Proteção Suave Sem Abas 8 Unidades,"R$ 5,59",Always,Cuidado Íntimo
Absorvente Sempre Livre Conforto Noturno Com Abas Com 8 Unidades,"R$ 7,99",Sempre Livre,Cuidado Íntimo
Protetor Diário Carefree Todo Dia Flexi Sem Perfume Com 80 Unidades,"R$ 19,99",Carefree,Cuidado Íntimo
Absorvente Plenitud Femme Médio Sem Abas Com 14 Unidades,"R$ 14,49",Plenitud,Cuidado Íntimo
Sabonete Liquido Íntimo Lucretin Neutro 200ml Com 2 Unidades,"R$ 26,99",Lucretin,Cuidado Íntimo
Sabonete Íntimo Protex Delicate Care 85g,"R$ 6,99",Protex,Cuidado Íntimo
Aparelho de Depilação Gillette Venus Simply Com 4 Unidades,"R$ 28,99",Venus,Depilação
Aparelho de Depilar Descartável Gillette Prestobarba3 Com 2 Unidades,"R$ 21,49",Prestobarba,Depilação
Aparelho de Depilar Feminino Gillette Prestobarba UltraGrip3 Com 2 Unidades,"R$ 15,99",Gillette,Depilação
Aparelho de Depilar Descartável Gillette Prestobarba3 Com 4 Unidades,"R$ 32,99",Prestobarba,Depilação
Aparelho de Depilar Prestobarba Feminino Ultragrip Com 2 Unidades,"R$ 8,99",Gillette,Depilação
Aparelho Para Depilação Bic Soleil Rosa e Roxo Com 2 Unidades,"R$ 14,89",Bic,Depilação
Aparelho de Depilação Gillette Venus 3 Sensitive Com 2 Unidades,"R$ 30,99",Venus,Depilação
Aparelho de Depilação Gillette Simply Venus 3 Com 2 Unidades,"R$ 18,49",Venus,Depilação
Aparelho de Depilar Venus Suave Sensitive Leve 4 Pague 3,"R$ 28,99",Venus,Depilação
Cera Fria Facial Veet Com 12 Folhas,"R$ 31,49",Veet,Depilação
Cera Fria Facial Veet Pele Delicada Com 12 Folhas,"R$ 31,49",Veet,Depilação
Aparelho Para Depilação Bic Comfort 2 Com 2 Unidades,"R$ 5,99",Bic,Depilação
Folha Depilatória Corporal Veet Com 12 Unidades,"R$ 52,90",Veet,Depilação
Aparelho Para Depilar Bic Comfort 3 Pink Com 2 Unidades,"R$ 9,99",Bic,Depilação
Aparelho Depilador Bic Soleil Clic,"R$ 33,99",Bic,Depilação
Aparelho Depilatório Descartável Bic Comfort 3 Advance,"R$ 7,49",Bic,Depilação
Aparelho Para Depilar Bic Soleil Shave & Trim Com 2 Unidades,"R$ 16,99",Bic,Depilação
Aparelho Para Depilação Bic Soleil Sensitive Com 5 Unidades,"R$ 30,99",Bic,Depilação
Aparelho Para Barbear Descartável Gillette Corpo Com 2 Unidades,"R$ 23,99",Gillette,Depilação
Pinça Para Depilar Unidade,"R$ 4,79",Lamar,Depilação
Pinça Anatômica Merheje Pro S04 Unidade,"R$ 10,99",Merheje,Depilação
Aparelho Para Barbear Descartável Gillette Corpo Leve 4 Pague 3,"R$ 35,99",Gillette,Depilação
Creme Depilatório Depilsam Men Sports 150g,"R$ 26,99",Depilsam,Depilação
Aparelho Para Depilação Bic Soleil Color Collection Leve 4 Pague 3,"R$ 24,99",Bic,Depilação
Cera Fria Facial Depilsam Mel Com 20 Unidades,"R$ 12,99",Depilsam,Depilação
Cera Fria Corporal Depilsam Mel Com 20 Unidades,"R$ 16,99",Depilsam,Depilação
Pinça Marco Boni Inox Ponta Chanfrada Cromada,"R$ 7,99",Marco Boni,Depilação
Pinça Enox Com 3 Unidades,"R$ 21,99",Enox,Depilação
Cera Fria Facial Depilsam Maracujá Com 20 Unidades,"R$ 12,99",Depilsam,Depilação
Pinça Marco Boni Inox Ponta Chanfrada Dourada,"R$ 16,99",Marco Boni,Depilação
Aparelho Para Depilação Bic Soleil Rosa e Magnólia Com 3 Unidades,"R$ 23,99",Bic,Depilação
Kit Pinças Marco Boni Precisão e Durabilidade Com 3 Unidades,"R$ 21,99",Marco Boni,Depilação
Carga Para Aparelho de Depilação Gillette Venus Pele Sensível Com 4 Unidades,"R$ 56,90",Venus,Depilação
Pinça Marco Boni Inox Ponta Reta Dourada,"R$ 16,99",Marco Boni,Depilação
Creme Esfoliante Vênus Suave Íntimo 177ml,"R$ 38,99",Venus,Depilação
Aparelho de Depilação Gillette Venus Suave Com 6 Unidades,"R$ 36,99",Venus,Depilação
Aparelho Para Depilação Bic Soleil Lavanda e Eucalipto Com 3 Unidades,"R$ 23,99",Bic,Depilação
Pack Aparelho de Depilação Gillette Venus Suave 4 Unidades + Íntima 2 Unidades,"R$ 43,99",Venus,Depilação
Aparelho de Depilação Gillette Venus Pele Sensível Unidade,"R$ 31,99",Venus,Depilação
Lenços Para Depilação Depilsam Com 20 Unidades,0,Depilsam,Depilação
Papel Higiênico Neve Folha Dupla 30m Leve 18 Pague 16,"R$ 39,99",Neve,Higiene
Papel Higiênico Personal Folha Dupla 30m Leve 12 Pague 11,"R$ 18,90",Personal,Higiene
Papel Higiênico Personal Folha Dupla 30m Leve 16 Pague 15,"R$ 31,49",Personal,Higiene
Papel Higiênico Neve Folha Dupla 30m Leve 24 Pague 21,"R$ 42,95",Neve,Higiene
Hastes Flexíveis Cotonetes Com 75 Unidades,"R$ 5,59",Johnson'S,Higiene
Papel Higiênico Neve Folha Tripla 20m Leve 18 Pague 16,"R$ 39,90",Neve,Higiene
Papel Higiênico Uni Care Folha Dupla Soft 30m Com 16 Unidades,"R$ 23,90",Uni Care,Higiene
Papel Higiênico Neve Folha Tripla 20m Leve 24 Pague 21,"R$ 59,90",Neve,Higiene
Hastes Flexíveis Cotonetes Com 150 Unidades,"R$ 13,89",Johnson'S,Higiene
Papel Higiênico Uni Care Folha Simples Soft 60m Com 12 Unidades,"R$ 18,49",Uni Care,Higiene
Papel Higiênico Sublime Folha Dupla 30m Leve 16 Pague 15,"R$ 28,99",Sublime,Higiene
Papel Higiênico Personal Folha Dupla 30m Leve 24 Pague 22,"R$ 46,99",Personal,Higiene
Papel Higiênico Neve Folha Dupla Leve 12 Pague 11,"R$ 21,90",Neve,Higiene
Papel Higiênico Cotton 30m Folha Dupla Leve 12 Pague 11,"R$ 19,90",Cotton,Higiene
Papel Higiênico Uni Care Folha Simples Soft 30m Com 8 Unidades,"R$ 8,19",Uni Care,Higiene
Papel Higiênico Uni Care Folha Dupla 30m Com 12 Unidades,"R$ 19,99",Uni Care,Higiene
Papel Higiênico Neve Folha Dupla 30m Com 4 Unidades,"R$ 8,35",Neve,Higiene
Papel Higiênico Sublime Folha Simples Leve 12 Pague 11,"R$ 13,99",Sublime,Higiene
Álcool Gel Coperalcool 70º INPM Clássico 500g,"R$ 19,99",Cooperalcool,Higiene
Algodão Bola Unisoft 50g,"R$ 5,99",Unisoft,Higiene
Papel Higiênico Neve Folha Tripla 20m Com 4 Unidades,"R$ 10,99",Neve,Higiene
Haste Flexível Uni Soft Com 75 Unidades,"R$ 2,59",Unisoft,Higiene
Papel Higiênico Sublime Folha Dupla Neutro Com 12 Unidades,"R$ 20,99",Sublime,Higiene
Bucha Melare Para Banho Vegetal Pedaço,"R$ 8,99",Melare,Higiene
Papel Higiênico Sublime Folha Dupla 30m Leve 24 Pague 22,"R$ 41,99",Sublime,Higiene
Algodão Disco Topz 37g,"R$ 15,49",Topz,Higiene
Lenço de Papel Kleenex Box Leve 100 Pague 80,"R$ 10,49",Kleenex,Higiene
Esponja de Banho Diário Ponjita,"R$ 5,29",Ponjita,Higiene
Papel Higiênico Personal Folha Dupla Vip 30m Com 8 Unidades,"R$ 16,99",Personal,Higiene
Haste Flexível Uni Soft Com 150 Unidades,"R$ 5,39",Unisoft,Higiene
Esponja de Banho Diário Ponjita Amarela Com 3 Unidades,"R$ 10,58",Ponjita,Higiene
Papel Higiênico Uni Care Folha Dupla 20m Com 12 Unidades,"R$ 17,99",Uni Care,Higiene
Papel Higiênico Personal Folha Dupla 30m Leve 18 Pague 16,"R$ 34,49",Personal,Higiene
Esponja Vegetal Para Banho Melare Luva,"R$ 8,99",Melare,Higiene
Papel Higiênico Personal 20m Folha Tripla Vip3 Leve 12 Pague 11,"R$ 18,90",Personal,Higiene
Lenço de Papel Softy'S Com 100 Unidades,"R$ 12,99",Softys,Higiene
Algodão Em Disco Uni Care 56g,"R$ 12,99",Uni Care,Higiene
Curativo Band-Aid Transparente Com 40 Unidades,"R$ 17,99",Band-Aid,Higiene
Papel Higiênico Mimmo Folha Dupla 30m Leve 16 Pague 15,"R$ 28,99",Mimmo,Higiene
Papel Higiênico Personal Vip3 20m Leve 24 Pague 22,"R$ 46,99",Personal,Higiene
Creme Dental Colgate Tripla Ação Menta 90g,"R$ 5,59",Colgate,Higiene Oral
Creme Dental Colgate Tripla Ação Preço Especial 180g,"R$ 8,99",Colgate,Higiene Oral
Creme Dental Sorriso Tripla Limpeza Completa 70g,"R$ 3,29",Sorriso,Higiene Oral
Creme Dental Oral-B 1.2.3 Anticáries Menta Suave 70g,"R$ 2,39",Oral-B,Higiene Oral
Creme Dental CloseUp Triple Hortelã 70g,"R$ 2,19",Closeup,Higiene Oral
Fio Dental Johnson'S Essencial 100m,"R$ 12,99",Johnson'S,Higiene Oral
Gel Dental CloseUp Proteção 360º Fresh Red Hot 90g,"R$ 3,99",Closeup,Higiene Oral
Creme Dental Colgate Neutraçúcar 70g Com 3 Unidades,"R$ 16,49",Colgate,Higiene Oral
Creme Dental Colgate Tripla Ação Hortelã 90g,"R$ 5,59",Colgate,Higiene Oral
Creme Dental Oral-B 4 Em 1 70g,"R$ 4,69",Oral-B,Higiene Oral
Creme Dental Colgate Máxima Proteção Anticáries 90g,"R$ 4,99",Colgate,Higiene Oral
Gel Dental CloseUp Freeze Eucalipto 90g,"R$ 3,99",Closeup,Higiene Oral
Creme Dental Colgate Luminous White Carvão Ativado 70g,"R$ 10,99",Colgate,Higiene Oral
Creme Dental Sorriso Dentes Brancos 90g,"R$ 4,29",Sorriso,Higiene Oral
Creme Dental Sorriso Tripla Limpeza 120g,"R$ 3,69",Sorriso,Higiene Oral
Creme Dental Colgate Total Whitening 90g,"R$ 11,49",Colgate,Higiene Oral
Creme Dental Closeup Triple Menta 70g,"R$ 2,19",Closeup,Higiene Oral
Creme Dental Closeup Proteção Bioativa Contra o Ácido do Açúcar 70g,"R$ 2,99",Closeup,Higiene Oral
Creme Dental Colgate Total Gengiva Saudável 180g,"R$ 16,99",Colgate,Higiene Oral
Creme Dental Colgate Total Fresh Mint 90g,"R$ 11,49",Colgate,Higiene Oral
Creme Dental Sensodyne Rápido Alívio 90g,"R$ 17,90",Sensodyne,Higiene Oral
Creme Dental Closeup Triple Menta Americana 70g,"R$ 2,19",Closeup,Higiene Oral
Creme Dental Colgate Natural Extracts Defesa Reforçada 90g,"R$ 12,89",Colgate,Higiene Oral
Pack Creme Dental Colgate Total Antitártaro 90g Com 3 Unidades,"R$ 27,99",Colgate,Higiene Oral
Creme Dental Sorriso Fresh Xtra Mint 90g,"R$ 5,49",Sorriso,Higiene Oral
Fio Dental Encerado Colgate 50m,"R$ 14,28",Colgate,Higiene Oral
Creme Dental Colgate Sensitive Pro-Alívio Imediato Original 140g,"R$ 17,99",Colgate,Higiene Oral
Escova Dental Colgate Classic Clean Com 3 Unidades,"R$ 13,49",Colgate,Higiene Oral
Creme Dental CloseUp Red Hot 130g,"R$ 4,99",Closeup,Higiene Oral
Creme Dental Colgate Natural Extracts Detox 90g,"R$ 12,89",Colgate,Higiene Oral
Creme Dental Colgate Máxima Proteção Anticáries 180g,"R$ 8,49",Colgate,Higiene Oral
Creme Dental Colgate Luminous White Brilliant Mint 70g,"R$ 10,99",Colgate,Higiene Oral
Enxaguante Bucal Listerine Cool Mint Leve 500ml Pague 350ml,"R$ 23,99",Listerine,Higiene Oral
Creme Dental Sorriso Fresh Hortelã 90g Com 3 Unidades,"R$ 10,49",Sorriso,Higiene Oral
Creme Dental Oral-B 3d White 70g Leve 3 Pague 2,"R$ 17,98",Oral-B,Higiene Oral
Creme Dental Colgate Total Carvão Ativado 90g,"R$ 11,49",Colgate,Higiene Oral
Gel Dental CloseUp Menthol Paradise 90g,"R$ 3,99",Closeup,Higiene Oral
Fita Dental Johnson'S Expansion Plus Reach 50m,"R$ 15,49",Johnson'S,Higiene Oral
Enxaguante Bucal Listerine Menta Zero Álcool Leve 500ml Pague 350ml,"R$ 23,59",Listerine,Higiene Oral
Creme Dental CloseUp Triple Menta 150g,"R$ 4,99",Closeup,Higiene Oral
Banana Nanica 500g,"R$ 2,99",Pague Menos,Frutas
Laranja Pera 300g,"R$ 2,10",Pague Menos,Frutas
Limão Taiti 200g,"R$ 0,80",Pague Menos,Frutas
Banana Prata 500g,"R$ 6,00",Pague Menos,Frutas
Melancia Inteira KG,"R$ 3,99",Pague Menos,Frutas
Mamão Formosa KG,"R$ 9,99",Pague Menos,Frutas
Mamão Papaya KG,"R$ 8,99",Pague Menos,Frutas
Manga-Pálmer 700g,"R$ 5,59",Pague Menos,Frutas
Melão Amarelo KG,"R$ 8,99",Pague Menos,Frutas
Abacate KG,"R$ 7,99",Pague Menos,Frutas
Maçã Gala Vermelha 300g,"R$ 3,90",Pague Menos,Frutas
Tangerina Ponkan 300g,"R$ 2,40",Pague Menos,Frutas
Melancia Pingo Doce KG,"R$ 6,99",Pague Menos,Frutas
Maçã Fuji 300g,"R$ 4,50",Pague Menos,Frutas
Maracujá Azedo 400g,"R$ 4,80",Pague Menos,Frutas
Manga Tommy Atkins 700g,"R$ 6,29",Pague Menos,Frutas
Goiaba Vermelha 300g,"R$ 3,00",Pague Menos,Frutas
Pera Williams 300g,"R$ 3,30",Pague Menos,Frutas
Maçã Importada Vermelha 300g,"R$ 4,50",Pague Menos,Frutas
Banana Maçã 500g,"R$ 6,49",Pague Menos,Frutas
Limão Siciliano 300g,"R$ 3,90",Pague Menos,Frutas
Coco Seco KG,"R$ 9,99",Pague Menos,Frutas
Laranja Importada 400g,"R$ 3,60",Pague Menos,Frutas
Banana da Terra KG,"R$ 12,99",Pague Menos,Frutas
Kiwi 200g,"R$ 6,00",Pague Menos,Frutas
Maça Verde Granny Smith 300g,"R$ 4,50",Pague Menos,Frutas
Pera Portuguesa 300g,"R$ 6,00",Pague Menos,Frutas
Ameixa Importada Bandeja 500g,"R$ 9,34",Pague Menos,Frutas
Laranja Lima Persia 300g,"R$ 4,50",Pague Menos,Frutas
Ameixa Importada 200g,"R$ 16,99",Pague Menos,Frutas
Avocado 500g,"R$ 19,99",Pague Menos,Frutas
Pitaia 500g,"R$ 9,49",Pague Menos,Frutas
Pera Asiática 400g,"R$ 6,00",Pague Menos,Frutas
Maçã Yellow 300g,"R$ 4,50",Pague Menos,Frutas
Melancia Polpa Amarela KG,"R$ 6,99",Sem Marca Fixa,Frutas
Cereja Marrasquino 300g,"R$ 25,17",Pague Menos,Frutas
Cupuaçu KG,"R$ 24,99",Pague Menos,Frutas
Cacau 600g,"R$ 24,99",Pague Menos,Frutas
Abacaxi Pérola Unidade,"R$ 11,99",Pague Menos,Frutas
Cereja Marasquino Bandeja 50g,"R$ 3,99",Pague Menos,Frutas
Batata Extra 300g,"R$ 2,10",Pague Menos,Legumes
Cebola 250g,"R$ 1,25",Pague Menos,Legumes
Cenoura 200g,"R$ 1,20",Pague Menos,Legumes
Tomate Carmem 300g,"R$ 3,00",Pague Menos,Legumes
Tomate Italiano 200g,"R$ 2,60",Pague Menos,Legumes
Batata Doce Roxa 500g,"R$ 2,49",Pague Menos,Legumes
Chuchu 500g,"R$ 2,99",Pague Menos,Legumes
Abobrinha Italiana 350g,"R$ 2,80",Pague Menos,Legumes
Beterraba 350g,"R$ 1,75",Pague Menos,Legumes
Mandioca 800g,"R$ 3,19",Pague Menos,Legumes
Alho 100g,"R$ 3,99",Pague Menos,Legumes
Berinjela 500g,"R$ 5,00",Pague Menos,Legumes
Pepino Japonês 200g,"R$ 2,00",Pague Menos,Legumes
Mandioquinha 300g,"R$ 9,00",Pague Menos,Legumes
Abóbora Cambotiá Pedaço KG,"R$ 4,09",Pague Menos,Legumes
Pimentão Verde 400g,"R$ 5,20",Pague Menos,Legumes
Abóbora Caipira KG,"R$ 7,99",Hortifrut,Legumes
Inhame 200g,"R$ 2,00",Pague Menos,Legumes
Pepino Caipira 350g,"R$ 2,80",Pague Menos,Legumes
Cebola Roxa 300g,"R$ 2,40",Pague Menos,Legumes
Batata Pirulito Pacote 2kg,"R$ 23,98",Pague Menos,Legumes
Batata Asterix Pacote 2kg,"R$ 25,98",Pague Menos,Legumes
Vagem 100g,"R$ 2,00",Pague Menos,Legumes
Pimentão Vermelho 400g,"R$ 8,00",Pague Menos,Legumes
Abóbora Paulista 700g,"R$ 4,99",Pague Menos,Legumes
Abóbora Cabotiá Inteira KG,"R$ 3,69",Pague Menos,Legumes
Batata Doce Branca 500g,"R$ 8,99",Pague Menos,Legumes
Tomate Grape Bandeja 180g,"R$ 3,60",Pague Menos,Legumes
Abóbora Madura KG,"R$ 5,79",Pague Menos,Legumes
Abóbora Moranga KG,"R$ 3,99",Pague Menos,Legumes
Pimentão Amarelo 400g,"R$ 8,00",Pague Menos,Legumes
Cebola Para Conserva Pacote KG,"R$ 9,99",Pague Menos,Legumes
Pepino Comum Preto 500g,"R$ 7,99",Pague Menos,Legumes
Abóbora Madura Pedaço KG,"R$ 6,69",Pague Menos,Legumes
Jiló 500g,"R$ 11,99",Pague Menos,Legumes
Gengibre 150g,"R$ 9,99",Pague Menos,Legumes
Vagem Bandeja 500g,"R$ 13,24",Pague Menos,Legumes
Abobrinha Italiana Bandeja 500g,"R$ 4,39",Pague Menos,Legumes
Cará 700g,"R$ 11,99",Pague Menos,Legumes
Tomate Cereja Leve Mais 180g,"R$ 4,99",Leve Mais,Legumes
Repolho Verde KG,"R$ 4,99",Pague Menos,Verduras
Repolho Roxo KG,"R$ 13,98",Pague Menos,Verduras
Brócolis Ninja Unidade,"R$ 9,99",Mendonca,Verduras
Couve-Flor Unidade,"R$ 9,99",Pague Menos,Verduras
Alho-Poró Unidade,"R$ 6,99",Pague Menos,Verduras
Alface Americana Campo Alegre Unidade,"R$ 6,79",Campo Alegre,Verduras
Alface Crespa Campo Alegre Unidade,"R$ 5,99",Campo Alegre,Verduras
Couve Manteiga Campo Alegre Unidade,"R$ 6,79",Campo Alegre,Verduras
Alface Crespa Mendonça Unidade,"R$ 5,49",Mendonca,Verduras
Alface Crespa Campo Alegre Hidropônico Unidade,"R$ 5,99",Campo Alegre,Verduras
Couve Manteiga Mendonça Unidade,"R$ 5,99",Mendonca,Verduras
Alface Crespa Lovatti Unidade,"R$ 4,99",Lovatti,Verduras
Alface Americana Lovatti Unidade,"R$ 5,99",Lovatti,Verduras
Couve Manteiga Natural Salads Higienizado 180g,"R$ 7,99",Natural Salads,Verduras
Rúcula Hidropônica Mendonça Unidade,"R$ 5,99",Pague Menos,Verduras
Rúcula Higienizada Natural Salads 140g,"R$ 9,99",Natural Salads,Verduras
Agrião Campo Alegre Unidade,"R$ 6,79",Campo Alegre,Verduras
Rúcula Hidropônica Lovatti Unidade,"R$ 5,99",Lovatti,Verduras
Acelga Mendonça Unidade,"R$ 6,99",Mendonca,Verduras
Espinafre Natural Salads Higienizada 130g,"R$ 8,99",Natural Salads,Verduras
Couve Manteiga Bonfim Unidade,"R$ 5,99",Bonfim,Verduras
Brócolis Americano Natural Salads Higienizado 300g,"R$ 11,99",Natural Salads,Verduras
Salada Tropical Higienizada Natural Salads 200g,"R$ 8,99",Natural Salads,Verduras
Chicória Mendonça Unidade,"R$ 5,49",Mendonca,Verduras
Alface Lisa Natural Salads Higienizada 150g,"R$ 8,99",Natural Salads,Verduras
Repolho Misto Natural Salads Higienizado 300g,"R$ 7,99",Natural Salads,Verduras
Salada Arco Iris Natural Salads Higienizada 200g,"R$ 8,99",Natural Salads,Verduras
Agrião Natural Salads Higienizado 100g,"R$ 8,99",Natural Salads,Verduras
Couve Flor e Brócolis Natural Salads Higienizado 300g,"R$ 11,99",Natural Salads,Verduras
Couve Flor Natural Salads Higienizado 300g,"R$ 11,99",Natural Salads,Verduras
Acelga Natural Salads Higienizado 150g,"R$ 8,99",Natural Salads,Verduras
Repolho Roxo Natural Salads Higienizado Fatiado 300g,"R$ 8,99",Natural Salads,Verduras
Alface Americana Mendonça Unidade,0,Mendonca,Verduras
Alho-Poró Campo Alegre Unidade,0,Campo Alegre,Verduras
Alface Mimosa Mendonça Unidade,0,Mendonca,Verduras
Alga Marinha Kenko Yaki Nori Sushi 27g,0,Kenko,Verduras
Tempero Fresco Alho Poró Horta Temperos Pasta 200g,0,Horta Temperos,Verduras
Mini Agrião Insalata Prima 60g,0,Insalata Prima,Verduras
Mini Radicchio Insalata Prima 90g,0,Insalata Prima,Verduras
Alface Crespa Caisp Orgânica Unidade,0,Caisp,Verduras
Ovos de Codorna Em Conserva Cia Da Codorna 500g,"R$ 22,99",Cia Da Codorna,Ovos
Ovos Brancos Tipo Grande Com 20 Unidades,"R$ 24,99",Pague Menos,Ovos
Ovos Brancos Tipo Grande Polpa Com 12 Unidades,"R$ 14,99",Pague Menos,Ovos
Ovos Vermelhos Tipo Grande Com 20 Unidades,"R$ 26,99",Pague Menos,Ovos
Ovos Vermelhos Tipo Grande Polpa Com 12 Unidades,"R$ 16,99",Pague Menos,Ovos
Ovos Vermelhos Tipo Grande Com 12 Unidades,"R$ 16,99",Pague Menos,Ovos
Ovos Brancos Tipo Grande Com 12 Unidades,"R$ 14,99",Pague Menos,Ovos
Ovos Vermelhos Jumbo Turma da Mônica Com 10 Unidades,"R$ 15,99",Naturegg,Ovos
Ovo de Codorna Katayama Com 30 Unidades,0,Katayama,Ovos
Ovos Caipiras Label Rouge Ômega 3 Com 6 Unidades,0,Label Rouge,Ovos
Ovos Caipiras Grandes Mombuca Com 10 Unidades,0,Mombuca,Ovos
Ovos Vermelhos Grandes Katayama Ômega 3 Com 10 Unidades,0,Katayama,Ovos
Ovos Brancos Tipo Grande Polpa Com 6 Unidades,0,Pague Menos,Ovos
Ovos Brancos Tipo Grande Com 30 Unidades,0,Pague Menos,Ovos
Ovos Vermelhos Tipo Grande Com 30 Unidades,0,Pague Menos,Ovos
Tâmara Com Caroço 200g,"R$ 9,98",Pague Menos,Frutas Secas
Uva Passa Preta Bandeja 300g,"R$ 14,99",Pague Menos,Frutas Secas
Castanha de Caju Bandeja 150g,"R$ 23,99",Pague Menos,Frutas Secas
Ameixa Seca Com Caroço Bandeja 350g,"R$ 15,99",Pague Menos,Frutas Secas
Nozes Sem Casca Bandeja 100g,"R$ 16,99",Pague Menos,Frutas Secas
Tâmara Garden Fruit Com Caroço 200g,"R$ 8,99",Pague Menos,Frutas Secas
Castanha do Pará Sem Casca Bandeja 150g,"R$ 29,99",Pague Menos,Frutas Secas
Ameixa Seca Sem Caroço Bandeja 350g,"R$ 19,99",Pague Menos,Frutas Secas
Damasco Turco Bandeja 150g,"R$ 18,99",Pague Menos,Frutas Secas
Milho Torrado Com Mostarda e Mel Bandeja 160g,"R$ 19,99",Pague Menos,Frutas Secas
Uva Passa Branca Bandeja 300g,"R$ 17,99",Pague Menos,Frutas Secas
Mix de Frutas Secas Bandeja 300g,"R$ 39,99",Pague Menos,Frutas Secas
Amêndoa Sem Casca Bandeja 100g,"R$ 15,99",Pague Menos,Frutas Secas
Castanha de Caju Moída Bandeja 100g,"R$ 7,99",Pague Menos,Frutas Secas
Uva Passa Preta Leve Mais Bandeja 150g,"R$ 7,99",Leve Mais,Frutas Secas
Frutas Cristalizadas Bandeja 350g,"R$ 11,99",Pague Menos,Frutas Secas
Amêndoa Torrada Salgada Bandeja 100g,"R$ 18,99",Pague Menos,Frutas Secas
Tâmara Leve Mais 200g,"R$ 10,99",Leve Mais,Frutas Secas
Avelã Sem Casca Bandeja 100g,"R$ 16,99",Pague Menos,Frutas Secas
